TIPO_DOCUMENTO;NUMERO_DOCUMENTO;DATA_EMISSAO_NF;FORNECEDOR;CNPJ_FORNECEDOR;VALOR_BRUTO;DATA_PAGAMENTO;APROVADO_POR;STATUS;arquivo_origem;data_processamento;tem_anomalia;DATA_EMISSAO;DESCRICAO_SERVICO;BANCO_DESTINO;(DATA_PAGAMENTO == DATA_EMISSAO) ? DATA_EMISSAO : DATA_PAGAMENTO;HASH_VERIFICACAO;DATE;DATE_PAYMENT;APPROVED_BY;Fornecedor;Data_Emissao_NF;Data_Pagamento;.STATUS;DATE_PAGAMENTO; VALOR_BRUTO;NUMBER_DOCUMENTO;NUMERO.Documento;DATASET;FORNECEDOR_DATA;VALOR_BRUTO_DATA;ESTADO; STATUS;TIPO DOCUMENTO;NUMERO DOCUMENTO;DATA EMISSAO NF;CNPJ FORNECEDOR;VALOR BRUTO;DATA PAGAMENTO;APROVADO POR;DATA_EMISSAO_NF_original;DATA_PAGAMENTO_original;Tipo_documento;Número_documento;Data_emissao_nf;CNPJ_fornecedor;Valor_bruto;Data_pagamento;Aprovado_por;Status;DATA ПAGAMENTO
RECIBO;NF-55293;10/11/2024;Marketing Digital Pro;45678901000156;10000.0;14/11/2024;Carlos Mendes;ESTORNADO;DOC_0096.txt;2026-04-22 00:51:44;True;;Email Marketing;Itaú Ag.5678 C/C 12345-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-41091;07/12/2024;Consultoria RH Parceiros;34567890000134;1000000.0;16/12/2024;Roberto Lima;PAGO;DOC_0097.txt;2026-04-22 00:51:51;True;04/12/2024;Treinamento Corporativo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-84177;06/08/2024;Limpeza & Facilities;56789012000178;10000.0;21/08/2024;Roberto Lima;PAGO;DOC_0098.txt;2026-04-22 00:51:53;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-98835;20/10/2023;TechSoft Ltda;12345678000190;12000.0;15/11/2023;Carlos Mendes;PAGO;DOC_0099.txt;2026-04-22 00:51:56;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-27224;04/10/2024;DataCenter Cloud SA;23456789000112;10000.0;25/10/2024;Maria Silva;PENDENTE;DOC_0100.txt;2026-04-22 00:52:03;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-31567;03/02/2025;Consultoria RH Parceiros;34567890000134;8500.0;18/02/2025;Fernanda Costa;PAGO;DOC_0101.txt;2026-04-22 00:52:06;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-98647;01/02/2025;Marketing Digital Pro;45678901000156;4200.0;03/03/2025;Maria Silva;PAGO;DOC_0102.txt;2026-04-22 00:52:13;False;03/02/2025;SEO e Analytics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-58311;31/03/2023;Marketing Digital Pro;45678901000156;3500.0;29/04/2023;Fernanda Costa;ESTORNADO;DOC_0103.txt;2026-04-22 00:52:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-89964;15/10/2024;Consultoria RH Parceiros;34567890000134;8500.0;27/10/2024;Maria Silva;PENDENTE;DOC_0104.txt;2026-04-22 00:52:18;False;15/10/2024;Headhunting Executivo;Caixa Ag.0023 C/C 44321-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-49893;13/12/2024;TechSoft Ltda;12345678000190;15000.0;28/12/2024;Carlos Mendes;PAGO;DOC_0105.txt;2026-04-22 00:52:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-86983;25/08/2023;TechSoft Ltda;12345678000190;600000.0;27/09/2023;Roberto Lima;CANCELADO;DOC_0106.txt;2026-04-22 00:52:28;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-68115;29/10/2024;DataCenter Cloud SA;23456789000112;15000.0;05/11/2024;Maria Silva;PAGO;DOC_0107.txt;2026-04-22 00:52:36;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-26011;10/04/2023;DataCenter Cloud SA;23456789000112;12000.0;04/05/2023;Roberto Lima;PAGO;DOC_0108.txt;2026-04-22 00:52:38;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-84000;04/11/2024;Marketing Digital Pro;45678901000156;3500.0;16/11/2024;Ana Beatriz;PAGO;DOC_0109.txt;2026-04-22 00:52:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-28964;22/08/2024;TechSoft Ltda;12345678000190;12000.0;30/08/2024;Fernanda Costa;PAGO;DOC_0110.txt;2026-04-22 00:52:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-87182;28/03/2025;Limpeza & Facilities;56789012000178;3500.0;03/04/2025;Maria Silva;PAGO;DOC_0111.txt;2026-04-22 00:52:51;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-68756;28/09/2023;TechSoft Ltda;12345678000190;15000.0;01/10/2023;Maria Silva;ESTORNADO;DOC_0112.txt;2026-04-22 00:52:58;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-17972;06/04/2024;Consultoria RH Parceiros;34567890000134;3500.0;24/04/2024;Ana Beatriz;PAGO;DOC_0113.txt;2026-04-22 00:53:01;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-18609;30/11/2024;Marketing Digital Pro;45678901000156;19500.0;07/12/2024;Maria Silva;PAGO;DOC_0114.txt;2026-04-22 00:53:03;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-22999;22/01/2024;Consultoria RH Parceiros;34567890000134;10000.0;15/02/2024;Fernanda Costa;CANCELADO;DOC_0115.txt;2026-04-22 00:53:11;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-22463;15/03/2024;TechSoft Ltda;12345678000190;15000.0;31/03/2024;Roberto Lima;CANCELADO;DOC_0116.txt;2026-04-22 00:53:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-22219;2024-11-10;Marketing Digital Pro;45678901000156;600000.0;2024-11-21;Maria Silva;PAGO;DOC_0117.txt;2026-04-22 00:53:21;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-16743;14/05/2023;TechSoft Ltda;12345678000190;12000.0;01/06/2023;Roberto Lima;CANCELADO;DOC_0118.txt;2026-04-22 00:53:23;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-55890;23/12/2023;Limpeza & Facilities;56789012000178;85000.0;31/12/2023;Roberto Lima;PAGO;DOC_0119.txt;2026-04-22 00:53:25;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-89822;28/04/2023;Limpeza & Facilities;56789012000178;850000.0;23/05/2023;Fernanda Costa;PAGO;DOC_0120.txt;2026-04-22 00:53:33;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-28776;29/06/2023;Consultoria RH Parceiros;34567890000134;10000.0;13/07/2023;Ana Beatriz;PAGO;DOC_0121.txt;2026-04-22 00:53:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-65028;21/05/2023;Marketing Digital Pro;45678901000156;3500.0;;;CANCELADO;DOC_0122.txt;2026-04-22 00:53:38;True;;;;;;2023-05-21T00:00:00;2023-06-19T00:00:00;Fernanda Costa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30392;09/01/2024;Consultoria RH Parceiros;34567890000134;12000.0;24/01/2024;Fernanda Costa;PAGO;DOC_0123.txt;2026-04-22 00:53:45;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-64287;19/11/2024;Limpeza & Facilities;56789012000178;19500.0;24/11/2024;Roberto Lima;ESTORNADO;DOC_0124.txt;2026-04-22 00:53:48;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-15952;20/12/2023;DataCenter Cloud SA;23456789000112;10000.0;03/01/2024;Roberto Lima;PAGO;DOC_0125.txt;2026-04-22 00:53:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-25726;06/01/2023;Marketing Digital Pro;45678901000156;8500.0;15/01/2023;Ana Beatriz;PENDENTE;DOC_0126.txt;2026-04-22 00:53:58;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-62044;29/06/2023;;45678901000156;85000.0;04/07/2023;Fernanda Costa;PAGO;DOC_0127.txt;2026-04-22 00:54:00;True;;;;;;;;;Marketing Digital Pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-93904;20/01/2023;TechSoft Ltda;12345678000190;12000.0;04/02/2023;Roberto Lima;CANCELADO;DOC_0128.txt;2026-04-22 00:54:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nota Fiscal;NF-67240;17/02/2024;Consultoria RH Parceiros;34567890000134;6000.0;20/02/2024;Roberto Lima;PAGO;DOC_0129.txt;2026-04-22 00:54:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-53655;19/03/2024;TechSoft Ltda;12345678000190;4200.0;10/04/2024;Ana Beatriz;PAGO;DOC_0130.txt;2026-04-22 00:54:17;True;22/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-23474;06/06/2024;DataCenter Cloud SA;23456789000112;8500.0;27/06/2024;Ana Beatriz;PAGO;DOC_0131.txt;2026-04-22 00:54:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-99277;26/06/2023;Consultoria RH Parceiros;34567890000134;4200.0;17/07/2023;Roberto Lima;ESTORNADO;DOC_0132.txt;2026-04-22 00:54:22;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-46002;03/10/2024;Limpeza & Facilities;56789012000178;1950000.0;15/10/2024;Roberto Lima;PAGO;DOC_0133.txt;2026-04-22 00:54:30;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-47627;01/06/2024;TechSoft Ltda;12345678000190;19500.0;06/06/2024;Maria Silva;PENDENTE;DOC_0134.txt;2026-04-22 00:54:32;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-89299;14/04/2024;TechSoft Ltda;12345678000190;3500.0;07/05/2024;Fernanda Costa;PENDENTE;DOC_0135.txt;2026-04-22 00:54:34;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-42472;05/03/2023;Limpeza & Facilities;56789012000178;12000.0;20/03/2023;Fernanda Costa;PAGO;DOC_0136.txt;2026-04-22 00:54:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-63578;16/06/2024;Marketing Digital Pro;45678901000156;6000.0;07/07/2024;Ana Beatriz;CANCELADO;DOC_0137.txt;2026-04-22 00:54:44;True;20/06/2024;Produção de Conteúdo;Bradesco Ag.0001 C/C 99887-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-47243;14/03/2025;Consultoria RH Parceiros;34567890000134;12000.0;09/04/2025;Ana Beatriz;CANCELADO;DOC_0138.txt;2026-04-22 00:54:52;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-87993;04/12/2023;Limpeza & Facilities;56789012000178;6000.0;11/12/2023;Ana Beatriz;PAGO;DOC_0139.txt;2026-04-22 00:54:54;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-76648;21/07/2024;TechSoft Ltda;12345678000190;12000.0;08/08/2024;Fernanda Costa;CANCELADO;DOC_0140.txt;2026-04-22 00:55:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-30308;13/11/2023;TechSoft Ltda;12345678000190;12000.0;19/11/2023;Carlos Mendes;PAGO;DOC_0141.txt;2026-04-22 00:55:04;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-30218;30/05/2024;Consultoria RH Parceiros;34567890000134;3500.0;28/06/2024;Fernanda Costa;CANCELADO;DOC_0142.txt;2026-04-22 00:55:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-68841;08/01/2025;DataCenter Cloud SA;23456789000112;15000.0;23/01/2025;Carlos Mendes;PAGO;DOC_0143.txt;2026-04-22 00:55:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-46932;2023-11-10;Limpeza & Facilities;56789012000178;8500.0;2023-12-09;Fernanda Costa;ESTORNADO;DOC_0144.txt;2026-04-22 00:55:17;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-82684;14/06/2023;Marketing Digital Pro;45678901000156;6000.0;12/07/2023;Maria Silva;PENDENTE;DOC_0145.txt;2026-04-22 00:55:24;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-22021;19/10/2023;Limpeza & Facilities;56789012000178;10000.0;22/10/2023;Fernanda Costa;CANCELADO;DOC_0146.txt;2026-04-22 00:55:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-20696;28/01/2023;Marketing Digital Pro;45678901000156;15000.0;11/02/2023;Ana Beatriz;CANCELADO;DOC_0147.txt;2026-04-22 00:55:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-71925;23/11/2023;DataCenter Cloud SA;23456789000112;12000.0;23/12/2023;Carlos Mendes;PAGO;DOC_0148.txt;2026-04-22 00:55:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-81932;04/04/2024;DataCenter Cloud SA;23456789000112;4200.0;24/04/2024;Ana Beatriz;PAGO;DOC_0149.txt;2026-04-22 00:55:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-55555;22/04/2023;TechSoft Ltda;12345678000190;15000.0;19/05/2023;Maria Silva;PAGO;DOC_0150.txt;2026-04-22 00:55:41;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-55555;03/03/2023;TechSoft Ltda;12345678000190;15000.0;13/03/2023;Fernanda Costa;PAGO;DOC_0151.txt;2026-04-22 00:55:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-78951;01/09/2023;TechSoft Ltda;12345678000190;600000.0;23/09/2023;Fernanda Costa;PAGO;DOC_0152.txt;2026-04-22 00:55:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-56805;01/02/2024;Limpeza & Facilities;56789012000178;3500.0;03/03/2024;Ana Beatriz;PAGO;DOC_0153.txt;2026-04-22 00:55:59;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-56176;30/08/2023;TechSoft Ltda;12345678000190;4200.0;28/09/2023;Ana Beatriz;PAGO;DOC_0154.txt;2026-04-22 00:56:01;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-14847;05/03/2025;Consultoria RH Parceiros;34567890000134;195000.0;30/03/2025;Carlos Mendes;ESTORNADO;DOC_0155.txt;2026-04-22 00:56:03;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-43202;21/03/2025;DataCenter Cloud SA;23456789000112;12000.0;28/03/2025;Fernanda Costa;ESTORNADO;DOC_0156.txt;2026-04-22 00:56:11;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-62431;01/01/2024;DataCenter Cloud SA;23456789000112;12000.0;29/01/2024;Maria Silva;CANCELADO;DOC_0157.txt;2026-04-22 00:56:13;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-65640;11/12/2023;Marketing Digital Pro;45678901000156;19500.0;20/12/2023;Fernanda Costa;PAGO;DOC_0158.txt;2026-04-22 00:56:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-68447;10/07/2024;Marketing Digital Pro;45678901000156;4200.0;22/07/2024;Ana Beatriz;PAGO;DOC_0159.txt;2026-04-22 00:56:23;True;12/07/2024;Gestão de Mídias Sociais;Bradesco Ag.0001 C/C 99887-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-45986;07/12/2024;Marketing Digital Pro;45678901000156;195000.0;22/12/2024;Ana Beatriz;CANCELADO;DOC_0160.txt;2026-04-22 00:56:31;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-89635;15/11/2024;TechSoft Ltda;12345678000190;12000.0;09/12/2024;Carlos Mendes;PAGO;DOC_0161.txt;2026-04-22 00:56:33;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-89310;09/05/2023;Marketing Digital Pro;45678901000156;12000.0;13/05/2023;Roberto Lima;PAGO;DOC_0162.txt;2026-04-22 00:56:35;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-95139;16/01/2024;Marketing Digital Pro;45678901000156;600000.0;31/01/2024;Ana Beatriz;PENDENTE;DOC_0163.txt;2026-04-22 00:56:43;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-44311;26/01/2023;DataCenter Cloud SA;23456789000112;19500.0;20/02/2023;Roberto Lima;PAGO;DOC_0164.txt;2026-04-22 00:56:45;True;;CDN e Performance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-69250;;Consultoria RH Parceiros;34567890000134;195000.0;;Maria Silva;PAGO;DOC_0165.txt;2026-04-22 00:56:48;False;;;;;;{'DATA_EMISSAO_NF': '2023-08-06', 'DATA_PAGAMENTO': '2023-08-28', 'DATA_EMISSAO': '2023-08-08'};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-49315;27/11/2024;Marketing Digital Pro;45678901000156;12000.0;27/12/2024;Fernanda Costa;PAGO;DOC_0166.txt;2026-04-22 00:56:55;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-74752;19/03/2025;DataCenter Cloud SA;23456789000112;8500.0;04/04/2025;Carlos Mendes;PAGO;DOC_0167.txt;2026-04-22 00:56:57;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-62187;19/04/2024;Consultoria RH Parceiros;34567890000134;6000.0;19/05/2024;Maria Silva;PAGO;DOC_0168.txt;2026-04-22 00:57:05;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-71057;22/02/2025;Marketing Digital Pro;45678901000156;4200.0;12/03/2025;Ana Beatriz;ESTORNADO;DOC_0169.txt;2026-04-22 00:57:07;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-26274;08/05/2023;Limpeza & Facilities;56789012000178;6000.0;10/06/2023;Roberto Lima;PAGO;DOC_0170.txt;2026-04-22 00:57:10;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-42847;16/06/2023;DataCenter Cloud SA;23456789000112;8500.0;24/06/2023;Fernanda Costa;PAGO;DOC_0171.txt;2026-04-22 00:57:17;True;18/06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-32439;07/05/2023;Limpeza & Facilities;56789012000178;4200.0;30/05/2023;Carlos Mendes;PAGO;DOC_0172.txt;2026-04-22 00:57:20;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-84991;31/07/2024;Limpeza & Facilities;56789012000178;420000.0;02/08/2024;Fernanda Costa;PAGO;DOC_0173.txt;2026-04-22 00:57:27;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-48985;19/05/2024;Limpeza & Facilities;56789012000178;10000.0;22/06/2024;Roberto Lima;CANCELADO;DOC_0174.txt;2026-04-22 00:57:30;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-50970;08/06/2023;TechSoft Ltda;12345678000190;19500.0;26/06/2023;Carlos Mendes;PAGO;DOC_0175.txt;2026-04-22 00:57:32;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-45058;11/02/2024;Consultoria RH Parceiros;34567890000134;4200.0;18/02/2024;Carlos Mendes;PAGO;DOC_0176.txt;2026-04-22 00:57:40;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-52917;08/04/2023;DataCenter Cloud SA;23456789000112;15000.0;12/04/2023;Roberto Lima;PAGO;DOC_0177.txt;2026-04-22 00:57:42;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-21802;17/02/2025;Consultoria RH Parceiros;34567890000134;19500.0;26/02/2025;Ana Beatriz;PAGO;DOC_0178.txt;2026-04-22 00:57:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-88317;31/08/2023;Limpeza & Facilities;56789012000178;12000.0;11/09/2023;Maria Silva;ESTORNADO;DOC_0179.txt;2026-04-22 00:57:52;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-57964;03/07/2024;Marketing Digital Pro;45678901000156;15000.0;04/07/2024;Ana Beatriz;CANCELADO;DOC_0180.txt;2026-04-22 00:57:54;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-76093;05/08/2024;Marketing Digital Pro;45678901000156;12000.0;24/08/2024;Ana Beatriz;CANCELADO;DOC_0181.txt;2026-04-22 00:58:02;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-54444;30/09/2024;Limpeza & Facilities;56789012000178;4200.0;22/10/2024;Maria Silva;PENDENTE;DOC_0182.txt;2026-04-22 00:58:04;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-27961;19/07/2023;Consultoria RH Parceiros;34567890000134;15000.0;12/08/2023;Maria Silva;PAGO;DOC_0183.txt;2026-04-22 00:58:07;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-61505;14/06/2024;Consultoria RH Parceiros;34567890000134;6000.0;30/06/2024;Fernanda Costa;PAGO;DOC_0184.txt;2026-04-22 00:58:14;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-58281;30/05/2024;Consultoria RH Parceiros;34567890000134;19500.0;30/06/2024;Ana Beatriz;PAGO;DOC_0185.txt;2026-04-22 00:58:16;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONTRATO_ADITIVO;NF-16731;2024-08-15;TechSoft Ltda;12345678000190;350000.0;2024-08-30;Roberto Lima;PAGO;DOC_0186.txt;2026-04-22 00:58:24;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-35006;20/06/2024;Marketing Digital Pro;45678901000156;15000.0;15/06/2024;Carlos Mendes;PAGO;DOC_0187.txt;2026-04-22 00:58:26;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-18163;01/03/2024;Marketing Digital Pro;45678901000156;8500.0;09/03/2024;Fernanda Costa;ESTORNADO;DOC_0188.txt;2026-04-22 00:58:29;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-70249;23/07/2024;DataCenter Cloud SA;23456789000112;195000.0;08/08/2024;Roberto Lima;PAGO;DOC_0189.txt;2026-04-22 00:58:36;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-46569;18/11/2024;Consultoria RH Parceiros;34567890000134;910000.0;18/12/2024;Roberto Lima;PAGO;DOC_0190.txt;2026-04-22 00:58:39;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-83464;01/11/2023;Consultoria RH Parceiros;34567890000134;8500.0;26/11/2023;Ana Beatriz;PENDENTE;DOC_0191.txt;2026-04-22 00:58:41;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECIBO;NF-15513;30/04/2023;Consultoria RH Parceiros;34567890000134;15000.0;24/05/2023;Ana Beatriz;PAGO;DOC_0192.txt;2026-04-22 00:58:49;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FATURA;NF-83664;26/03/2024;TechSoft Ltda;12345678000190;19500.0;18/04/2024;Carlos Mendes;PAGO;DOC_0193.txt;2026-04-22 00:58:51;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-93616;17/04/2023;Consultoria RH Parceiros;34567890000134;8500.0;12/05/2023;Maria Silva;PAGO;DOC_0194.txt;2026-04-22 00:58:58;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-63334;23/02/2024;TechSoft Ltda;12345678000190;19500.0;10/03/2024;Carlos Mendes;PAGO;DOC_0195.txt;2026-04-22 00:59:01;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA_FISCAL;NF-80143;26/10/2024;Marketing Digital Pro;45678901000156;12000.0;04/11/2024;Maria Silva;PAGO;DOC_0196.txt;2026-04-22 00:59:03;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
